Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,89.58999633789062,91.05000305175781,88.5199966430664,89.12000274658203,89.01783752441406,28131200
2023-01-04,90.3499984741211,90.6500015258789,87.2699966430664,88.08000183105469,87.9790267944336,34854800
2023-01-05,87.47000122070312,87.56999969482422,85.9000015258789,86.19999694824219,86.10118103027344,27194400
2023-01-06,86.79000091552734,87.69000244140625,84.86000061035156,87.33999633789062,87.2398681640625,41381500
2023-01-09,88.36000061035156,90.05000305175781,87.86000061035156,88.0199966430664,87.9190902709961,29003900
2023-01-10,85.9800033569336,88.66999816894531,85.83000183105469,88.41999816894531,88.31863403320312,30467800
2023-01-11,89.18000030517578,91.5999984741211,89.01000213623047,91.5199966430664,91.41507720947266,26862000
2023-01-12,91.4800033569336,91.87000274658203,89.75,91.12999725341797,91.02552795410156,30258100
2023-01-13,90.8499984741211,92.19000244140625,90.12999725341797,92.12000274658203,92.01439666748047,26329200
2023-01-17,92.05999755859375,92.25,90.05000305175781,91.29000091552734,91.18534851074219,32602400
2023-01-18,92.13999938964844,92.80000305175781,90.63999938964844,91.12000274658203,91.01554870605469,29116700
2023-01-19,90.72000122070312,93.61000061035156,90.62999725341797,93.05000305175781,92.9433364868164,37000400
2023-01-20,95.0999984741211,98.30000305175781,95.0199966430664,98.0199966430664,97.90763092041016,63191100
2023-01-23,97.94999694824219,100.04000091552734,97.5,99.79000091552734,99.67560577392578,40005100
2023-01-24,98.0999984741211,99.61000061035156,97.19999694824219,97.69999694824219,97.58799743652344,33078500
2023-01-25,95.56999969482422,96.16000366210938,93.76000213623047,95.22000122070312,95.11083984375,42330000
2023-01-26,96.5,97.56999969482422,95.37999725341797,97.5199966430664,97.408203125,30114000
2023-01-27,97.30999755859375,100.31999969482422,97.30999755859375,99.37000274658203,99.25608825683594,33879800
2023-01-30,97.4800033569336,98.29000091552734,96.4000015258789,96.94000244140625,96.82887268066406,27226200
2023-01-31,96.87000274658203,98.87999725341797,96.81999969482422,98.83999633789062,98.72669219970703,29870700
2023-02-01,98.70999908447266,101.19000244140625,97.58000183105469,100.43000030517578,100.31487274169922,35531100
2023-02-02,105.80000305175781,107.8499984741211,105.61000061035156,107.73999786376953,107.61648559570312,69883800
2023-02-03,102.93000030517578,107.80999755859375,102.58000183105469,104.77999877929688,104.65988159179688,65309300
2023-02-06,102.4000015258789,104.36000061035156,101.87999725341797,102.9000015258789,102.78203582763672,31999600
2023-02-07,103.22000122070312,108.18000030517578,103.12000274658203,107.63999938964844,107.5166015625,49010200
2023-02-08,102.05000305175781,103.13999938964844,98.04000091552734,99.37000274658203,99.25608825683594,94743500
2023-02-09,100.0,100.02999877929688,93.62999725341797,95.01000213623047,94.90108489990234,119455000
2023-02-10,95.44999694824219,96.75,94.25,94.56999969482422,94.46158599853516,54980700
2023-02-13,94.73999786376953,95.19999694824219,93.83999633789062,94.61000061035156,94.50154113769531,50076100
2023-02-14,94.43000030517578,94.8499984741211,92.26000213623047,94.68000030517578,94.57146453857422,54726100
2023-02-15,94.48999786376953,97.12000274658203,94.1500015258789,96.94000244140625,96.82887268066406,50169000
2023-02-16,95.37000274658203,97.68000030517578,94.73999786376953,95.51000213623047,95.4005126953125,42462600
2023-02-17,94.8499984741211,95.55999755859375,93.20999908447266,94.3499984741211,94.24183654785156,34284100
2023-02-21,93.0,93.0999984741211,91.72000122070312,91.79000091552734,91.68477630615234,33629300
2023-02-22,91.69999694824219,92.11000061035156,90.61000061035156,91.6500015258789,91.54493713378906,30884000
2023-02-23,91.91999816894531,91.94000244140625,89.76000213623047,90.88999938964844,90.78580474853516,41206400
2023-02-24,89.44000244140625,89.88999938964844,88.58000183105469,89.12999725341797,89.02782440185547,36585100
2023-02-27,89.87000274658203,90.16000366210938,89.33999633789062,89.87000274658203,89.76697540283203,27502300
2023-02-28,89.33000183105469,91.2300033569336,89.31999969482422,90.05999755859375,89.95675659179688,30142000
2023-03-01,89.9800033569336,91.02999877929688,89.66999816894531,90.36000061035156,90.25641632080078,31111200
2023-03-02,89.66000366210938,92.27999877929688,89.58999633789062,92.0,91.89453125,32204400
2023-03-03,92.4800033569336,93.7300033569336,92.44999694824219,93.6500015258789,93.54264068603516,35160100
2023-03-06,94.0199966430664,95.97000122070312,94.0,95.12999725341797,95.02094268798828,32639300
2023-03-07,94.9800033569336,95.66999816894531,93.52999877929688,93.86000061035156,93.75240325927734,27835500
2023-03-08,94.12000274658203,95.95999908447266,94.0,94.25,94.14195251464844,34103300
2023-03-09,94.05000305175781,95.52999877929688,91.9000015258789,92.31999969482422,92.21416473388672,28813500
2023-03-10,92.16999816894531,92.79000091552734,90.4000015258789,90.62999725341797,90.5261001586914,35941000
2023-03-13,90.08999633789062,92.56999969482422,89.41999816894531,91.11000061035156,91.00555419921875,37335600
2023-03-14,92.55999755859375,94.36000061035156,92.44000244140625,93.97000122070312,93.86227416992188,36050200
2023-03-15,93.22000122070312,96.93000030517578,92.63999938964844,96.11000061035156,95.99982452392578,50622100
2023-03-16,96.19999694824219,101.19000244140625,95.5,100.31999969482422,100.20499420166016,65492000
2023-03-17,100.26000213623047,102.83999633789062,100.0999984741211,101.62000274658203,101.50350952148438,61028500
2023-03-20,100.12000274658203,101.75,99.87000274658203,101.22000122070312,101.10396575927734,32960400
2023-03-21,101.25,105.0999984741211,101.22000122070312,104.91999816894531,104.79972076416016,42110300
2023-03-22,104.2699966430664,106.58999633789062,103.33000183105469,103.37000274658203,103.25150299072266,43427400
2023-03-23,105.05999755859375,106.30000305175781,104.45999908447266,105.5999984741211,105.47894287109375,40797800
2023-03-24,104.98999786376953,105.48999786376953,103.83999633789062,105.44000244140625,105.31912994384766,30393300
2023-03-27,104.62000274658203,104.76000213623047,101.93000030517578,102.45999908447266,102.34254455566406,31120900
2023-03-28,102.44000244140625,102.44999694824219,99.73999786376953,101.02999877929688,100.91417694091797,32057900
2023-03-29,102.27999877929688,102.48999786376953,100.6500015258789,101.38999938964844,101.27376556396484,28779600
2023-03-30,100.91000366210938,101.16000366210938,99.77999877929688,100.88999938964844,100.77433776855469,33086200
2023-03-31,101.30000305175781,103.88999938964844,101.04000091552734,103.7300033569336,103.61109161376953,36863400
2023-04-03,102.38999938964844,104.52999877929688,101.93000030517578,104.36000061035156,104.24036407470703,25035400
2023-04-04,104.33000183105469,105.58000183105469,104.04000091552734,104.72000122070312,104.5999526977539,24420100
2023-04-05,105.77999877929688,106.0999984741211,103.66000366210938,104.47000122070312,104.3502426147461,28290500
2023-04-06,105.26000213623047,109.16999816894531,104.33000183105469,108.41999816894531,108.29570770263672,48711500
2023-04-10,106.9800033569336,107.58999633789062,105.12000274658203,106.44000244140625,106.31798553466797,27067400
2023-04-11,106.55000305175781,106.7300033569336,104.68000030517578,105.3499984741211,105.2292251586914,26311800
2023-04-12,106.58000183105469,106.75,104.33999633789062,104.63999938964844,104.5200424194336,24370300
2023-04-13,105.83999633789062,107.48999786376953,105.83999633789062,107.43000030517578,107.30684661865234,24843600
2023-04-14,106.88999938964844,108.94000244140625,106.83999633789062,108.87000274658203,108.74519348144531,26578000
2023-04-17,104.66000366210938,106.16000366210938,104.5199966430664,105.97000122070312,105.84851837158203,37571200
2023-04-18,106.48999786376953,106.54000091552734,104.06999969482422,104.5,104.38020324707031,26596400
2023-04-19,103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,104.0605697631836,20905700
2023-04-20,103.91000366210938,106.25,103.87000274658203,105.29000091552734,105.16929626464844,27820800
2023-04-21,105.47000122070312,106.0,104.77999877929688,105.41000366210938,105.2891616821289,25800100
2023-04-24,105.48999786376953,106.62999725341797,104.69999694824219,105.97000122070312,105.84851837158203,23542800
2023-04-25,105.83000183105469,106.69000244140625,103.83999633789062,103.8499984741211,103.73094940185547,46664100
2023-04-26,104.91999816894531,106.3499984741211,102.62999725341797,103.70999908447266,103.59111022949219,53347600
2023-04-27,104.44999694824219,108.37000274658203,103.54000091552734,107.58999633789062,107.46665954589844,50089200
2023-04-28,107.04000091552734,107.3499984741211,105.08999633789062,107.33999633789062,107.2169418334961,36139800
2023-05-01,106.83999633789062,107.98999786376953,106.81999969482422,107.19999694824219,107.07710266113281,26681700
2023-05-02,107.13999938964844,107.19999694824219,103.70999908447266,105.31999969482422,105.19926452636719,30997200
2023-05-03,105.52999877929688,107.48999786376953,104.95999908447266,105.41000366210938,105.2891616821289,21795400
2023-05-04,105.48999786376953,105.5999984741211,103.97000122070312,104.69000244140625,104.56999206542969,23419500
2023-05-05,104.81999969482422,105.87999725341797,104.11000061035156,105.56999969482422,105.448974609375,26625100
2023-05-08,105.18000030517578,107.95999908447266,105.16000366210938,107.7699966430664,107.64645385742188,26511400
2023-05-09,108.38999938964844,110.1500015258789,107.19000244140625,107.3499984741211,107.22693634033203,36360100
2023-05-10,107.97000122070312,112.94000244140625,107.93000030517578,111.75,111.62189483642578,63153400
2023-05-11,115.4000015258789,117.91999816894531,114.41000366210938,116.56999969482422,116.43636322021484,78900000
2023-05-12,116.68000030517578,118.02999877929688,116.11000061035156,117.51000213623047,117.37528991699219,41073800
2023-05-15,116.11000061035156,118.4800033569336,116.01000213623047,116.51000213623047,116.37643432617188,36266800
2023-05-16,116.48999786376953,120.75,116.43000030517578,119.51000213623047,119.37300109863281,45035600
2023-05-17,119.61000061035156,121.66999816894531,118.88999938964844,120.83999633789062,120.70146942138672,33323600
2023-05-18,120.94999694824219,123.30999755859375,120.83000183105469,122.83000183105469,122.68919372558594,35234200
2023-05-19,123.55000305175781,125.97000122070312,122.1500015258789,122.76000213623047,122.61927032470703,41330300
2023-05-22,122.94000244140625,126.43000030517578,122.73999786376953,125.05000305175781,124.90664672851562,35253000
2023-05-23,124.16000366210938,124.62999725341797,122.20999908447266,122.55999755859375,122.41949462890625,34046300
2023-05-24,121.12000274658203,121.91000366210938,119.86000061035156,120.9000015258789,120.76140594482422,34182600
2023-05-25,124.5199966430664,125.31999969482422,121.95999908447266,123.4800033569336,123.33844757080078,42317000
2023-05-26,123.16999816894531,125.26000213623047,122.44999694824219,124.61000061035156,124.46714782714844,35635900
2023-05-30,125.63999938964844,125.66000366210938,122.0,123.66999816894531,123.52822875976562,35076700
2023-05-31,122.75,124.05999755859375,122.5,122.87000274658203,122.7291488647461,37325800
2023-06-01,122.81999969482422,124.41999816894531,122.62000274658203,123.72000122070312,123.57817077636719,30772700
2023-06-02,123.98999786376953,126.1500015258789,123.76000213623047,124.66999816894531,124.5270767211914,26963100
