Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,215.14999389648438,215.14999389648438,212.22000122070312,214.3000030517578,207.42591857910156,2219300
2023-01-04,208.5,211.24000549316406,207.32000732421875,210.0399932861328,203.30259704589844,3860300
2023-01-05,208.47999572753906,208.80999755859375,204.05999755859375,204.47000122070312,197.9112548828125,4057500
2023-01-06,206.47000122070312,211.05999755859375,205.8699951171875,210.27000427246094,203.5251922607422,4056300
2023-01-09,210.27000427246094,213.6300048828125,209.5399932861328,210.6699981689453,203.9123992919922,2627400
2023-01-10,209.5,211.4499969482422,209.5,211.33999633789062,204.56088256835938,1775700
2023-01-11,211.97999572753906,212.91000366210938,210.00999450683594,212.3000030517578,205.49008178710938,2919500
2023-01-12,212.85000610351562,217.22000122070312,212.3800048828125,215.97999572753906,209.0520477294922,2964200
2023-01-13,214.49000549316406,216.8300018310547,212.89999389648438,216.61000061035156,209.66184997558594,1997100
2023-01-17,217.02000427246094,217.02000427246094,211.92999267578125,212.24000549316406,205.43203735351562,3281300
2023-01-18,210.88999938964844,210.88999938964844,203.97999572753906,204.24000549316406,197.68862915039062,5101400
2023-01-19,204.3000030517578,204.3800048828125,200.22000122070312,200.66000366210938,194.22348022460938,4549100
2023-01-20,199.57000732421875,202.66000366210938,198.80999755859375,202.02999877929688,195.54953002929688,3977500
2023-01-23,202.5500030517578,205.85000610351562,201.3800048828125,204.4600067138672,197.90158081054688,2799700
2023-01-24,203.9600067138672,207.67999267578125,202.22999572753906,206.92999267578125,200.29234313964844,3217200
2023-01-25,204.5399932861328,207.14999389648438,203.75999450683594,206.6699981689453,200.0406951904297,2154700
2023-01-26,207.8000030517578,209.4199981689453,205.88999938964844,209.35000610351562,202.6347198486328,1927300
2023-01-27,207.88999938964844,209.8300018310547,207.63999938964844,208.1300048828125,201.453857421875,2122400
2023-01-30,206.52999877929688,209.38999938964844,205.61000061035156,205.77999877929688,199.1792449951172,2545700
2023-01-31,206.57000732421875,208.57000732421875,205.50999450683594,208.47999572753906,201.79263305664062,2298800
2023-02-01,207.41000366210938,208.4499969482422,203.80999755859375,206.72000122070312,200.08908081054688,5392200
2023-02-02,198.9499969482422,208.22000122070312,197.69000244140625,207.3800048828125,200.72792053222656,7183500
2023-02-03,207.1999969482422,207.1999969482422,201.6199951171875,202.69000244140625,196.1883544921875,4457700
2023-02-06,202.25,204.1300048828125,200.75999450683594,204.0399932861328,197.49505615234375,2854200
2023-02-07,203.0,206.02000427246094,201.77999877929688,205.47000122070312,198.8791961669922,2947800
2023-02-08,203.89999389648438,204.80999755859375,201.2100067138672,202.22000122070312,195.73342895507812,3562200
2023-02-09,203.36000061035156,203.92999267578125,198.63999938964844,199.22000122070312,192.8296661376953,3013300
2023-02-10,198.80999755859375,200.8300018310547,198.3699951171875,200.47000122070312,194.03956604003906,2890700
2023-02-13,200.19000244140625,203.74000549316406,199.75,203.3699951171875,196.84654235839844,2973200
2023-02-14,203.08999633789062,203.10000610351562,198.6699981689453,201.0,194.5525665283203,2999400
2023-02-15,199.8000030517578,201.74000549316406,198.86000061035156,201.7100067138672,195.23980712890625,2532200
2023-02-16,198.77000427246094,201.5399932861328,197.97999572753906,199.36000061035156,192.96517944335938,2754900
2023-02-17,199.25999450683594,201.97999572753906,198.66000366210938,201.4199981689453,194.95907592773438,2850400
2023-02-21,201.57000732421875,201.64999389648438,196.4499969482422,196.75999450683594,190.44854736328125,2830900
2023-02-22,197.0800018310547,197.49000549316406,194.6199951171875,195.49000549316406,189.2193145751953,2963300
2023-02-23,196.0399932861328,196.0399932861328,192.5800018310547,195.02000427246094,189.76422119140625,2446600
2023-02-24,193.88999938964844,193.88999938964844,190.86000061035156,192.0399932861328,186.864501953125,3305500
2023-02-27,194.4199981689453,195.0,191.74000549316406,192.4499969482422,187.26348876953125,3363100
2023-02-28,191.50999450683594,192.36000061035156,189.6300048828125,191.47999572753906,186.3196258544922,3110100
2023-03-01,190.6300048828125,194.35000610351562,190.57000732421875,192.8800048828125,187.68190002441406,3231700
2023-03-02,191.58999633789062,195.1199951171875,191.5,194.4499969482422,189.20957946777344,4254300
2023-03-03,195.44000244140625,197.5399932861328,194.22000122070312,196.82000732421875,191.51573181152344,3116500
2023-03-06,197.19000244140625,199.30999755859375,196.64999389648438,197.0399932861328,191.7297821044922,2721800
2023-03-07,197.4199981689453,198.1999969482422,194.75,195.6199951171875,190.34803771972656,2781000
2023-03-08,196.27999877929688,196.64999389648438,194.1300048828125,195.57000732421875,190.2993927001953,2064900
2023-03-09,196.8800048828125,196.9499969482422,192.35000610351562,192.8800048828125,187.68190002441406,3188600
2023-03-10,192.8800048828125,196.67999267578125,191.88999938964844,193.3300018310547,188.11976623535156,3667100
2023-03-13,193.0,195.22999572753906,192.1699981689453,193.10000610351562,187.89598083496094,3223600
2023-03-14,196.05999755859375,196.1699981689453,190.1699981689453,192.97000122070312,187.7694549560547,4853200
2023-03-15,190.07000732421875,191.00999450683594,184.75999450683594,188.1199951171875,183.05015563964844,3926300
2023-03-16,187.3699951171875,189.77000427246094,186.3000030517578,189.13999938964844,184.04266357421875,3852200
2023-03-17,187.80999755859375,188.00999450683594,184.22999572753906,184.63999938964844,179.6639404296875,7383700
2023-03-20,185.9600067138672,190.24000549316406,185.50999450683594,189.8800048828125,184.7627410888672,2840800
2023-03-21,191.07000732421875,192.13999938964844,189.14999389648438,191.16000366210938,186.00823974609375,3133900
2023-03-22,191.72000122070312,192.0,187.0800018310547,187.16000366210938,182.1160430908203,2348500
2023-03-23,186.86000061035156,189.4199981689453,185.5500030517578,186.9199981689453,181.8825225830078,2360100
2023-03-24,186.38999938964844,188.22000122070312,184.60000610351562,188.16000366210938,183.089111328125,2332300
2023-03-27,188.6300048828125,189.58999633789062,187.42999267578125,187.99000549316406,182.92367553710938,2133100
