Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,345.5,348.6000061035156,342.80999755859375,346.2200012207031,331.21826171875,1589700
2023-01-04,348.0299987792969,350.30999755859375,345.0799865722656,347.70001220703125,332.6341552734375,1881000
2023-01-05,344.25,345.1400146484375,340.1400146484375,343.760009765625,328.8648376464844,1397800
2023-01-06,347.29998779296875,349.0,340.95001220703125,348.0799865722656,332.9976501464844,3097800
2023-01-09,351.8800048828125,356.5,349.5,353.0,337.7044982910156,1989000
2023-01-10,352.6400146484375,357.5,350.5,357.3599853515625,341.87554931640625,1610100
2023-01-11,358.8699951171875,365.5,356.2099914550781,364.4800109863281,348.68707275390625,2127000
2023-01-12,366.239990234375,370.1000061035156,362.57000732421875,369.94000244140625,353.9104919433594,2103100
2023-01-13,363.489990234375,374.3500061035156,362.3599853515625,374.0,357.7945556640625,3310200
2023-01-17,364.79998779296875,366.7900085449219,344.0,349.9200134277344,334.7579650878906,14448300
2023-01-18,348.32000732421875,354.7900085449219,347.79998779296875,349.0899963378906,333.9638977050781,5585200
2023-01-19,346.0299987792969,352.1600036621094,345.5199890136719,350.75,335.5519714355469,3100400
2023-01-20,349.8699951171875,352.25,338.2099914550781,341.8399963378906,327.0280456542969,11247200
2023-01-23,341.6700134277344,349.55999755859375,336.1600036621094,349.1400146484375,334.0117492675781,4915700
2023-01-24,340.0,350.29998779296875,340.0,348.3299865722656,333.23681640625,2372000
2023-01-25,344.75,349.9599914550781,343.8999938964844,349.6300048828125,334.48052978515625,1985200
2023-01-26,351.7300109863281,355.0,349.5199890136719,354.9700012207031,339.5890808105469,1919200
2023-01-27,351.95001220703125,355.989990234375,351.8299865722656,353.70001220703125,338.3741455078125,2427400
2023-01-30,353.2900085449219,362.3299865722656,352.3999938964844,357.4599914550781,341.9712219238281,3184500
2023-01-31,359.1600036621094,365.9200134277344,356.8599853515625,365.80999755859375,349.95941162109375,2311500
2023-02-01,359.1000061035156,368.94000244140625,358.760009765625,365.7099914550781,349.86376953125,2889400
2023-02-02,368.0,372.8900146484375,364.54998779296875,369.4700012207031,353.4608154296875,2619600
2023-02-03,365.6199951171875,374.57000732421875,365.44000244140625,369.95001220703125,353.9200439453125,2243100
2023-02-06,369.0,371.260009765625,365.7799987792969,370.79998779296875,354.7331848144531,1816200
2023-02-07,368.1700134277344,376.30999755859375,367.3399963378906,374.3999938964844,358.1772155761719,2205500
2023-02-08,372.9200134277344,378.3500061035156,371.9800109863281,375.1000061035156,358.8468933105469,1893200
2023-02-09,377.0400085449219,379.67999267578125,367.79998779296875,367.989990234375,352.0449523925781,2052500
2023-02-10,367.0,372.2300109863281,364.55999755859375,371.2799987792969,355.1923828125,1933400
2023-02-13,369.0899963378906,375.05999755859375,368.0,374.0199890136719,357.81365966796875,1570600
2023-02-14,373.94000244140625,377.04998779296875,369.3800048828125,371.7799987792969,355.6707458496094,2155500
2023-02-15,368.739990234375,374.3699951171875,368.25,374.3399963378906,358.11981201171875,1687200
