day,operation,price,investment,total balance
0,buy,294.95001220703125,0,97050.49987792969
2,sell,309.70001220703125,5.000847394319375,100147.5
32,buy,347.9599914550781,0,96667.90008544922
33,buy,337.5,0,93292.90008544922
34,buy,334.8800048828125,0,89944.1000366211
35,buy,323.6499938964844,0,86707.60009765625
36,buy,317.1499938964844,0,83536.1001586914
37,sell,323.0299987792969,-7.164614693640642,86766.40014648438
38,buy,322.1300048828125,0,83545.10009765625
39,buy,313.4800109863281,0,80410.29998779297
40,buy,311.8800048828125,0,77291.49993896484
41,buy,315.17999267578125,0,74139.70001220703
42,buy,312.0299987792969,0,71019.40002441406
43,buy,308.4700012207031,0,67934.70001220703
44,buy,311.7900085449219,0,64816.79992675781
45,buy,297.7799987792969,0,61838.999938964844
46,buy,292.760009765625,0,58911.399841308594
47,buy,293.510009765625,0,55976.299743652344
48,buy,294.94000244140625,0,53026.89971923828
50,buy,310.0599975585937,0,49926.299743652344
51,buy,303.5,0,46891.299743652344
52,buy,305.1300048828125,0,43839.99969482422
53,buy,305.7900085449219,0,40782.099609375
54,buy,293.8999938964844,0,37843.099670410156
57,buy,327.6600036621094,0,34566.49963378906
58,buy,323.5199890136719,0,31331.299743652344
63,buy,346.75,0,27863.799743652344
64,buy,342.3500061035156,0,24440.299682617188
66,sell,338.989990234375,0.44147858796296297,27830.199584960938
69,sell,346.19000244140625,3.3773284142633586,31292.099609375
71,buy,332.7200012207031,0,27964.89959716797
72,buy,333.70001220703125,0,24627.899475097656
73,sell,323.1199951171875,-0.1637567709846424,27859.09942626953
75,buy,327.9800109863281,0,24579.29931640625
77,buy,322.54998779296875,0,21353.799438476562
78,buy,321.1499938964844,0,18142.29949951172
79,buy,325.8500061035156,0,14883.799438476562
80,sell,329.92999267578125,4.029638664747439,18183.099365234375
81,buy,324.1199951171875,0,14941.8994140625
82,buy,317.54998779296875,0,11766.399536132812
83,buy,319.29998779296875,0,8573.399658203125
85,buy,322.760009765625,0,5345.799560546875
86,sell,331.2099914550781,2.818733565527008,8657.899475097656
88,buy,335.4200134277344,0,5303.6993408203125
89,buy,344.760009765625,0,1856.0992431640625
94,sell,371.2900085449219,18.441366445248413,5568.999328613281
96,buy,363.010009765625,0,1938.8992309570312
102,sell,395.2300109863281,26.725023983129027,5891.1993408203125
103,sell,403.1300048828125,27.904693905334117,9922.499389648438
105,sell,403.5400085449219,29.327311516079995,13957.899475097656
107,sell,399.7699890136719,29.59768775948029,17955.599365234375
108,sell,409.3699951171875,31.296700951918595,22049.29931640625
109,sell,420.0199890136719,41.0504368108936,26249.49920654297
110,sell,423.9700012207031,44.81827677220019,30489.19921875
111,sell,435.7300109863281,48.45490664330982,34846.49932861328
112,sell,440.8599853515625,49.474463179725916,39255.099182128906
113,sell,445.2699890136719,43.60768642189221,43707.799072265625
114,sell,431.9599914550781,42.32619158322179,48027.398986816406
116,sell,424.4500122070313,39.10464569685455,52271.89910888672
117,sell,422.4800109863281,38.16017501574581,56496.69921875
118,sell,424.0199890136719,44.27356169426038,60736.89910888672
119,sell,415.9400024414063,26.942561738579883,64896.29913330078
120,buy,417.0799865722656,0,60725.499267578125
121,sell,429.8399963378906,32.86350486359769,65023.89923095703
122,sell,428.239990234375,23.501078654470078,69306.29913330078
123,sell,440.489990234375,28.666564153991864,73711.19903564453
124,sell,441.4400024414063,32.67612431528754,78125.5990600586
125,sell,445.8999938964844,33.62300796676118,82584.59899902344
126,sell,438.8399963378906,33.80083591624238,86972.99896240234
127,sell,438.1000061035156,35.82391030338949,91353.9990234375
128,sell,441.7099914550781,37.54009025373159,95771.09893798828
129,sell,440.2099914550781,35.095897870025745,100173.19885253906
130,sell,444.0499877929688,37.00172605285271,104613.69873046875
131,sell,450.3800048828125,41.829640118406864,109117.49877929688
132,sell,441.9100036621094,38.3996306159084,113536.59881591797
133,sell,450.0499877929688,39.43796448629944,118037.09869384766
134,sell,474.7999877929688,41.55386345044781,122785.09857177734
135,sell,477.5899963378906,38.528246551149074,127560.99853515625
136,sell,437.4200134277344,20.49805836212387,131935.1986694336
137,buy,427.5,0,127660.1986694336
141,buy,413.1700134277344,0,123528.49853515625
142,buy,425.7799987792969,0,119270.69854736328
143,buy,438.9700012207031,0,114880.99853515625
144,sell,438.6199951171875,5.164479053993095,119267.19848632812
146,buy,431.0,0,114957.19848632812
147,buy,431.6000061035156,0,110641.19842529297
148,sell,440.760009765625,3.1017566703216373,115048.79852294922
150,buy,428.8999938964844,0,110759.79858398438
151,buy,429.9800109863281,0,106459.9984741211
152,sell,421.6600036621094,2.0548418226048115,110676.59851074219
153,buy,427.7799987792969,0,106398.79852294922
155,buy,415.4500122070313,0,102244.2984008789
156,buy,403.0,0,98214.2984008789
157,buy,404.5299987792969,0,94168.99841308594
161,buy,406.9299926757813,0,90099.69848632812
162,buy,416.0299987792969,0,85939.39849853516
166,sell,433.6799926757813,1.8554168629652787,90276.19842529297
167,sell,439.8800048828125,0.20730429404715697,94674.9984741211
169,sell,445.760009765625,3.424596233323666,99132.59857177734
171,sell,442.7999877929688,2.594991086901644,103560.59844970703
173,buy,434.6900024414063,0,99213.69842529297
174,buy,412.239990234375,0,95091.29852294922
175,buy,400.489990234375,0,91086.39862060547
176,buy,396.9400024414063,0,87116.9985961914
179,buy,386.2999877929688,0,83253.99871826172
180,buy,384.1499938964844,0,79412.49877929688
181,buy,379.80999755859375,0,75614.39880371094
182,buy,384.7999877929688,0,71766.39892578125
184,buy,377.5899963378906,0,67990.49896240234
185,buy,376.3599853515625,0,64226.89910888672
