day,operation,price,investment,total balance
0,buy,108.0999984741211,0,98919.00001525879
1,buy,113.63999938964844,0,97782.6000213623
2,buy,110.33999633789062,0,96679.2000579834
3,buy,113.05999755859376,0,95548.60008239746
4,buy,119.7699966430664,0,94350.9001159668
5,buy,118.8499984741211,0,93162.40013122559
6,buy,123.22000122070312,0,91930.20011901855
7,buy,123.55999755859376,0,90694.60014343262
8,buy,122.4000015258789,0,89470.60012817383
9,buy,131.49000549316406,0,88155.70007324219
10,buy,128.77999877929688,0,86867.90008544922
11,buy,127.16999816894533,0,85596.20010375977
12,buy,133.4199981689453,0,84262.00012207031
13,buy,143.75,0,82824.50012207031
14,buy,143.88999938964844,0,81385.60012817383
15,buy,144.42999267578125,0,79941.30020141602
16,buy,160.27000427246094,0,78338.6001586914
17,buy,177.89999389648438,0,76559.60021972656
18,buy,166.66000366210938,0,74893.00018310547
19,buy,173.22000122070312,0,73160.80017089844
20,buy,181.41000366210935,0,71346.70013427734
22,buy,189.97999572753903,0,69446.90017700195
23,buy,194.75999450683597,0,67499.3002319336
24,sell,196.80999755859372,82.0629050292814,69467.40020751953
26,sell,207.32000732421875,82.43576948056874,71540.60028076172
27,sell,196.88999938964844,78.43937459152937,73509.5002746582
28,sell,194.63999938964844,72.15638032255886,75455.90026855469
29,sell,209.25,74.70986546288233,77548.40026855469
30,sell,214.2400054931641,80.26083991899556,79690.80032348633
31,sell,202.0399932861328,63.966881419074795,81711.20025634766
32,sell,208.30999755859372,68.59015998265167,83794.3002319336
33,sell,197.3699951171875,61.24999400057831,85768.00018310547
35,sell,202.07000732421875,53.677084860053505,87788.70025634766
36,sell,196.8800048828125,52.88088736530072,89757.50030517578
37,sell,207.6300048828125,63.26964525624673,91833.8003540039
39,sell,202.7700042724609,51.97871912402516,93861.50039672852
40,sell,190.8999938964844,32.79999575407611,95770.50033569336
42,buy,193.80999755859372,0,93832.40036010742
43,sell,187.7100067138672,30.45382410875957,95709.5004272461
44,sell,182.0,26.01260765037668,97529.5004272461
48,buy,183.25999450683597,0,95696.90048217773
49,sell,180.4499969482422,12.59124735622707,97501.40045166016
50,buy,184.1300048828125,0,95660.10040283203
51,buy,180.1300048828125,0,93858.8003540039
52,buy,183.25,0,92026.3003540039
54,buy,191.1499938964844,0,90114.80041503906
55,buy,192.22000122070312,0,88192.60040283203
57,buy,191.80999755859372,0,86274.5004272461
59,buy,193.8800048828125,0,84335.70037841797
60,buy,195.27999877929688,0,82382.900390625
