day,operation,price,investment,total balance
0,buy,125.06999969482422,0,98749.30000305176
1,buy,126.36000061035156,0,97485.69999694824
2,buy,125.0199966430664,0,96235.50003051758
3,buy,129.6199951171875,0,94939.3000793457
4,buy,130.14999389648438,0,93637.80014038086
5,buy,130.72999572753906,0,92330.50018310547
6,buy,133.49000549316406,0,90995.60012817383
7,sell,133.41000366210938,6.668268959490764,92329.70016479492
8,buy,134.75999450683594,0,90982.10021972656
9,sell,135.94000244140625,7.581514549525796,92341.50024414062
10,sell,135.2100067138672,8.150704162865548,93693.6003112793
11,sell,135.27000427246094,4.358902459582219,95046.3003540039
12,sell,137.8699951171875,5.9316185806687605,96425.00030517578
13,sell,141.11000061035156,7.940033062072447,97836.1003112793
14,sell,142.52999877929688,6.772037541489011,99261.40029907227
15,sell,141.86000061035156,5.2686304488944335,100680.00030517578
39,buy,145.30999755859375,0,99226.90032958984
40,buy,145.91000366210938,0,97767.80029296875
41,buy,151.02999877929688,0,96257.50030517578
42,buy,153.8300018310547,0,94719.20028686523
43,buy,151.60000610351562,0,93203.20022583008
44,buy,152.8699951171875,0,91674.5002746582
48,buy,152.58999633789062,0,90148.6003112793
49,buy,152.99000549316406,0,88618.70025634766
50,buy,155.85000610351562,0,87060.2001953125
51,sell,155.0,6.66850361586368,88610.2001953125
52,sell,157.39999389648438,7.874710400928307,90184.20013427734
53,sell,159.27999877929688,5.462490939999204,91777.00012207031
57,buy,158.27999877929688,0,90194.20013427734
58,buy,157.64999389648438,0,88617.7001953125
59,buy,160.77000427246094,0,87010.00015258789
60,buy,162.36000061035156,0,85386.40014648438
61,buy,164.89999389648438,0,83737.40020751953
62,sell,166.1699981689453,8.021839817334948,85399.10018920898
63,sell,165.6300048828125,9.254616236437947,87055.40023803711
64,sell,163.75999450683594,7.123699703987269,88693.00018310547
69,buy,165.55999755859375,0,87037.40020751953
70,buy,165.2100067138672,0,85385.30014038086
71,buy,165.22999572753906,0,83733.00018310547
72,buy,166.47000122070312,0,82068.30017089844
73,sell,167.6300048828125,9.85648398052107,83744.60021972656
79,buy,168.41000366210938,0,82060.50018310547
80,buy,169.67999267578125,0,80363.70025634766
81,buy,169.58999633789062,0,78667.80029296875
82,buy,168.5399932861328,0,76982.40036010742
83,sell,167.4499969482422,9.451592219025203,78656.90032958984
87,buy,171.77000427246094,0,76939.20028686523
88,buy,173.55999755859375,0,75203.6003112793
89,buy,173.75,0,73466.1003112793
90,buy,172.57000732421875,0,71740.40023803711
91,buy,172.07000732421875,0,70019.70016479492
92,buy,172.07000732421875,0,68299.00009155273
95,sell,175.16000366210938,12.390116652140549,70050.60012817383
96,buy,174.1999969482422,0,68308.6001586914
97,buy,171.55999755859375,0,66593.00018310547
98,buy,171.83999633789062,0,64874.60021972656
101,buy,177.3000030517578,0,63101.600189208984
102,buy,177.25,0,61329.100189208984
103,buy,180.08999633789062,0,59528.20022583008
105,sell,179.5800018310547,13.45716655043585,61324.000244140625
106,sell,179.2100067138672,13.675872916011325,63116.1003112793
